time_s,gyro_p_rad_s,gyro_q_rad_s,gyro_r_rad_s,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2
0.62,-0.00042066914594584003,-0.002285194381022786,-0.0007316509934060502,-0.004112515035668291,0.05993845197185056,-9.849009859041237
0.64,-0.003142112577720309,-0.002784388879773821,0.002401846555366874,-0.009770028387891639,-0.05823878268032376,-9.809343515421286
0.66,-0.00666136278353466,0.015957605461032462,-0.0043392328389545085,-0.05069453602006844,0.0205845828899802,-9.775173961578624
0.68,0.006872086564443153,-0.0013885587687156949,-0.0030378118607637217,0.06265007169920217,-0.043977545082584425,-9.812512733530843
0.7000000000000001,0.0005318168785708335,-0.002466417013996014,0.009054072147553455,0.0383062636478724,0.025073357526817577,-9.808713668503692
0.72,0.00124046333617958,0.0009479497298438354,-0.001925916464944055,-0.049924527713438326,-0.03806468832775603,-9.825932676170405
0.74,-0.0032992503848387924,0.0002261542397039251,-0.0037438037078089655,0.02516958526554147,0.0066307311090072155,-9.953971980732362
0.76,-0.004583710472848666,-0.0041678654613413945,-0.0025716067210139523,-0.05061744823102624,0.055514591659270064,-9.772679454389209
0.78,-0.0014909815432015234,0.006073913618372009,-0.0002355009880370348,-0.009157322035124668,-0.08370782415479479,-9.79029102574153
0.8,-0.0021986806424585726,0.007850596374204644,-0.004721986266674716,0.06663650657977241,-0.011074958900174202,-9.86549428974761
0.8200000000000001,0.0013732425089224302,0.006519630578120158,-0.0017129181264551776,-0.0034512255539245664,-0.008939061419502181,-9.802967481462641
0.84,-0.0011653486411070018,-0.0013251875836930748,-0.00025292106479742353,-0.08570369396295256,-0.04335174102595975,-9.761034243384445
0.86,0.003332718636555643,-0.004182094371932747,0.008176551156755717,-0.06788059222634964,-0.004208282625590604,-9.858637851253045
0.88,0.002086864262885283,-0.007001068004569403,-0.006407934060313864,0.03456213176849698,0.06516142243742822,-9.910013820007501
0.9,0.0009539460060095635,0.006093327289558266,-0.005621664347812565,-0.02705524241647746,0.045870507618959507,-9.921162512108605
0.92,-0.0031845271310019917,0.006076756185269166,-0.002524204113228696,-0.02893456511056859,0.008232501133609184,-9.814448801572695
0.9400000000000001,-0.0019483222961351025,0.007058880338919533,-0.001973336708942887,-0.020406159675189734,-0.005681840644332175,-9.780320057405975
0.96,-0.010633729159881214,-0.0009695333284632872,0.007710393125654587,-0.04525749762794945,0.006452985346233732,-9.80189222401385
0.98,-0.0007973604882392093,-0.003362752476653174,0.005870438781009607,-0.08721224778269296,0.041322130413861236,-9.800990242903184
1.0,0.01046206670688132,0.0030579690151351802,0.005045316390652596,-0.05423155510143804,0.04951283067278378,-9.854596099660833
1.02,-0.00039248676731640496,-8.265119418728183e-05,-0.0005259924744382298,-0.08368842668352527,0.022495108291102586,-9.732109078641667
1.04,-0.005138760184936316,-0.006138559420406395,0.0023101710182550947,0.005378454435764092,-0.011804442094841177,-9.8120373138268
1.06,0.00020630301631765317,-0.0032226523417396035,-0.0014956736573261181,0.02858674994165715,0.03757324147719306,-9.772909491048878
1.08,-0.004781229144215275,0.0010604901043176046,0.0003957948331241192,0.02369270322476369,0.11213422003070564,-9.839424919423735
1.1,-0.0035841014637971857,0.008520639419502712,-0.0032320401873876655,0.06448066017866332,-0.012898387586540234,-9.841966146325063
1.12,0.002609205826653973,0.0071681819083687405,-0.004483663762380488,0.022254948290063567,0.03050333333845793,-9.829359937825684
1.1400000000000001,-0.006166740283852979,-0.003370427615377315,-0.0030313467674407293,-0.026041610925993205,-0.028285785918529472,-9.861200540286939
1.16,-0.00011211939044294222,-0.003969467360348499,-0.009012358852203587,0.011157071867650739,-0.04559860292674315,-9.782025600526017
1.18,0.003269172794835619,0.00020068760904451814,-0.005412167376169742,-0.017734494674429717,-0.04408198665738456,-9.827780503035871
1.2,0.002379425094014743,0.0029163497713686898,-0.0024747911147764484,-0.03839581422985885,-0.04369447895542317,-9.761968470941781
1.22,-0.007531128430163276,-0.001569367363559708,0.00907293928329668,-0.022253465068774552,-0.057113560686358915,-9.835064921697235
1.24,-0.004649890591240547,0.0058542033418009795,-0.011784762311324202,-0.01314104770905557,-0.010551937058499203,-9.76254306957937
1.26,0.00857367018272996,0.0008442903211144407,0.004399290269126549,-0.0844817673771216,-0.008830012249453163,-9.83258502391965
1.28,0.0036666480337704485,-0.0013887864021208552,0.003229504482574879,-0.15600279662893413,0.019289391301806135,-9.819411459308965
1.3,-0.0019146819580253783,0.00018128270107703616,0.006197540373619871,0.049138073805226626,-0.017593055350049392,-9.787519248981859
1.32,0.0002418632036317305,0.005529598044542513,-0.0026585807803715007,-0.044744086703406745,-0.033928215040636416,-9.830681932035956
1.34,0.0056621502549788864,0.004362752597861708,-0.0010210061590312496,0.051357718572992345,-0.004210583838176696,-9.872453952209813
1.36,-0.0032652465592385017,-0.0023823920511173093,0.005776361657593805,0.03593280234698243,-0.007926342574978205,-9.77853734213298
1.3800000000000001,0.0025792636666317438,-0.005872936908583619,-0.00562939890374812,-0.020331113384826564,-0.025428831056775892,-9.762814183452972
1.4000000000000001,-0.0023874728814859605,-0.0015480609085381939,-0.006879113330874431,0.015419798227876372,0.05260885550444369,-9.861729785317387
1.42,-0.0005149601430692542,0.002527299548487924,0.0017177442652311712,0.04810797765287304,0.10076284614769622,-9.802404080902233
1.44,-0.01137767839188168,-0.0032337596333632153,-0.007884380875910394,-0.07751789203964178,0.024924193155168743,-9.936030729565537
1.46,-0.007365700781310849,0.0011663720221404843,-0.005114544412151991,-0.10530357509460973,0.02238056190027111,-9.835915696803912
1.48,0.0013685286645786475,0.0024906556499353963,-0.001548907474025211,0.06495133159834153,-0.07008553232687915,-9.755409477360912
1.5,0.00035856908110949,-0.0033203078411785,-0.003574781857026896,0.06619228538136929,-0.10003123589970773,-9.843122766606689
1.52,0.00470117082250275,-0.004798747565501992,-0.0008242143671525018,0.042861409313302165,0.06458370482660727,-9.78491172776726
1.54,0.006587652421911953,0.013536249257439277,-0.0020811855285868767,-0.005186960944370034,-0.05165570708759636,-9.830718916908241
1.56,-0.003429000841612844,-0.0010693820754165998,0.0032304842187774914,-0.006675950103063682,-0.028560860115401012,-9.821049160374676
1.58,-0.0036718034361051368,-0.002738756619310414,-0.010105762503056226,0.007470184610248916,-0.056962227539536926,-9.747824172351915
1.6,0.0020779189383938975,0.0023534296983695434,-0.003804658625194844,0.029926191047765918,-0.01397193627632122,-9.873658596056297
1.62,-0.0003975671058815769,0.00011860308336159782,0.009062223401002817,-0.04061498066519777,-0.04372896794893953,-9.850451032806664
1.6400000000000001,0.0078404679087625,0.004257614772273852,0.003813572331044105,-0.003533018231770601,-0.04501196649170234,-9.80087774757374
1.6600000000000001,0.005725699611055183,0.010499500515539158,-0.003055442528310944,0.010580038781207377,-0.04918049561846957,-9.805240542728475
1.68,-0.0047274211095364015,-0.008766842029752378,0.0020442328944960536,0.053322625493369726,-0.07146772117279826,-9.779027819029583
1.7,0.0016890921797526165,-0.0027350476437087174,-0.008347661744564708,-0.0007580258856810391,-0.03538775633800339,-9.78342710882461
1.72,0.0070159808584059425,-0.0017516664753146945,-0.005070018291249629,0.012666040591418737,0.08422703106741608,-9.775651565874242
1.74,0.002204912051920149,-0.002778312363899188,0.00026707939210644956,0.007551999481113818,0.09208791312246922,-9.801466070479812
1.76,0.005959618576350169,0.01061688522422819,-0.0028063344791714804,-0.02670595690123568,-0.0001234229695818851,-9.716499697577056
1.78,0.002302688559732759,-0.0033185661781353153,0.00885399485705219,0.008186838909350035,-0.027205788948610105,-9.81571072081122
1.8,-0.009300805741102246,0.009297096510844835,-0.004959717791291516,0.031802831293456756,0.02972099138559846,-9.755005724848921
1.82,0.0031843037043020658,-0.00909943832403687,0.0019059577063566932,-0.017085818644110812,-0.03349516721633305,-9.894031211932687
1.84,-0.006405135738656463,0.005239449158366348,-0.011506243998283821,0.05883403192913755,-0.09692409957301051,-9.748137509076427
1.86,-0.00042154451693155826,0.0023744206286777526,-0.00022221697145791844,-0.04722369438170329,0.027948998252424553,-9.81915366894132
1.8800000000000001,-0.009221119301566064,0.002199220701023838,-0.0022163649739512974,-0.030447882800554684,0.0055263958120002595,-9.794991247859127
1.9000000000000001,-0.0009828047639278783,0.0023513654949682103,0.0002713786010772848,0.060922967597764145,0.003289087760392495,-9.79925627604034
1.92,-0.0038766840934172236,-0.006588396279674093,-0.0013963374212638752,0.022971921568135933,0.006624381860843434,-9.81087627592597
1.94,0.0012652285950064826,0.010439985071294929,-0.0044843943521139336,0.0034175537620894122,-0.0649056970730455,-9.826058035412608
1.96,-0.010809860407783334,-0.002609746005882979,-0.005533932942915368,-0.06856426657982594,-0.05027633130573002,-9.856350443993241
1.98,-0.00765736920309455,-0.010451124527348648,0.0029530104010259384,-0.05346257616016662,-0.011869711437424749,-9.877982226187962
2.0,-0.002168754611158169,-0.005348390511933038,0.005123822044376085,0.04179901583349972,-0.002886504738992889,-9.818924872950205
2.02,-0.005156521880660245,0.003728471554653984,-0.0013954108862133541,-0.0452499637335761,0.001768930594452618,-9.862621215023507
2.04,-0.0012110511372972605,0.0004918175060731528,-0.008916975356191825,0.03495378596611146,0.09045665384408301,-9.810581728709922
2.06,0.0013917144778188772,0.0016157285814185909,-0.0016321326142679665,0.0038971788980579703,-0.0559505415664492,-9.719712669716088
2.08,-0.006745270750355958,0.0019427917709432163,0.0027898666033710994,-0.04706477414447732,0.049020524292441275,-9.685731775297924
2.1,0.0006201232002216137,0.007710172147764078,-0.0026214824323613885,-0.01108544804706265,0.0321482880984773,-9.84742735218508
2.12,0.0006110074873714715,0.0011469009668503406,0.002138389232809731,0.07435022988078112,-0.07985845047608277,-9.848198247574713
2.14,0.008434057915654639,0.00426363888161112,0.007705504790823062,0.01662976574064728,-0.07816035431802644,-9.878773091719252
2.16,0.0018130717125144475,0.004044576234156558,0.007239103340297893,-0.07136628701744784,-0.049032373745123176,-9.806555267373929
2.18,0.0029379577243316625,-0.0014120922682536816,0.0016517915849462246,0.06077279017174896,0.008175699226259707,-9.897939855157276
2.2,-0.007706697710094212,0.003291370148040023,-0.0029537626685262825,0.0705300574621202,0.015490651203546492,-9.766077941117628
2.22,-0.0027879942826474447,-0.0026386813819790837,0.0013520950257313897,0.02128666253643631,-0.03831560859371972,-9.782162130895973
2.24,-0.007764479421008032,-0.0016091725733714316,0.0012920873579836162,0.035786619497232906,-0.051704227609258115,-9.836972666826943
2.2600000000000002,-0.01092543123211006,0.005194888593149628,0.004938100634716341,0.0698669096985618,0.012241826328607278,-9.830493171334053
2.2800000000000002,0.0007961747478888692,-0.0014740634709515116,0.0012594700578818544,-0.03580097221207362,0.03622976561441455,-9.794084384535655
2.3000000000000003,0.007727302186908059,0.0042353481475917035,-0.003141132272503051,-0.04999376252258889,0.025083552041167207,-9.76868726352936
2.32,-0.005280421191071708,-0.0035202796340042673,0.007876954319446653,-0.0854650512102082,0.02256367316909348,-9.794388753127214
2.34,-0.002922014991496787,0.003615048672467571,-0.008396551396730144,-0.04633753146364994,0.046949664064020354,-9.774043066332814
2.36,-0.004379807526195499,0.008846219047243675,0.0014362883922582551,-0.01282887302118192,0.10658585837509134,-9.814673053229892
2.38,7.293739083400791e-05,-0.003458211917756357,0.0013695557247365906,0.06119814818998979,-0.00740312884379252,-9.723271513150193
2.4,-0.006308611652238713,-0.0019718522002774214,-0.002691324768226025,0.03173281361066934,-0.010163027596611064,-9.841921242500757
2.42,-0.004742389455660759,0.00264884418274633,0.0017550339534660702,0.0757453771548567,-0.006095498583072381,-9.816132523097442
2.44,0.007202908042211612,0.003310331708161307,-0.0040634320933400124,0.004251154120013719,0.05608450217636843,-9.85511759392777
2.46,0.003697104894817613,-0.0023448038857898377,-0.011025667287506764,-0.1250887205532634,-0.0066416912124486645,-9.87065821053877
2.48,-0.0038670880937583937,-0.0035394057869464223,-0.005865206237158235,0.11154250419670851,-0.07257088078541062,-9.786581969888195
2.5,0.005342832941055978,-0.004560446939989125,0.002620834777856986,-0.07813824581788964,0.05655029696667355,-9.82013124267975
2.52,0.009196080149503141,-0.0005137228369597557,0.0037372417179718956,0.017516118748823386,0.02413550628296242,-9.864347825966565
2.54,0.0024407014630920395,-0.004393790974438741,0.0004157338066927743,-0.12685174879663083,-0.021349376040309342,-9.799573819037247
2.56,-0.01567917192191477,0.002801713216117556,-0.00688832704601877,-0.01837887643893924,0.024896294089714083,-9.713361479990382
2.58,-0.00413225482914696,0.00949940142224019,-0.003984268591466459,0.03370799734678256,0.02282225829453941,-9.79763926995507
2.6,-0.005458423157650672,-0.010403845076866926,0.007192183245802436,-0.021106813713265376,0.0705177954775692,-9.91161792453718
2.62,0.0015238873497328044,0.005470542485891706,-0.0005086816764999619,0.0301755294645375,0.025774663994220737,-9.81648891991898
2.64,-0.004322730019945822,-0.003552824362711831,-0.0065023609353050795,-0.031691419553648174,0.018129666408947486,-9.74641441132108
2.66,-0.00511601028049359,0.0035682223833041022,0.0034253945234901397,-0.06176941257345692,-0.01439526856213217,-9.88378348247409
2.68,0.002250961318259299,-0.0009953315367774952,0.0043475538817323274,0.017546297254565663,-0.017392351696927745,-9.729127586526573
2.7,0.005897883068092069,-0.00837619780059963,0.000988695203661229,0.0028096176320114904,0.07753375948250196,-9.867396265048454
2.72,-0.0008507694335636891,-0.0011180669135277916,0.003903099998118654,-0.003670945375313318,0.07671529213802197,-9.781961051604268
2.74,0.007590818238514664,-0.004564017727664347,0.0008198637498845465,-0.050528429612114734,0.026029458288820057,-9.833570448427436
2.7600000000000002,0.002804768137478958,0.01224560113767606,0.00010113359400261266,-0.01666835136102315,0.037252930116518666,-9.844263680977864
2.7800000000000002,-0.002372657630266579,-0.0019944281041268676,-0.007569905732422809,-0.05993033850400223,0.0016288575983303922,-9.897807869657983
2.8000000000000003,0.0011228842594038144,0.0014267610970841679,0.0049991385349331,-0.09210747701431182,-0.057363389938318216,-9.901598391384288
2.82,-0.00825278888327242,-0.004282791634805976,0.001750313464031917,0.006245176383491894,-0.12136873687645876,-9.83464533017846
2.84,-0.0006355685031853947,0.0005305071994826246,0.0025214304515372827,-0.0478535686297901,-0.04634468149866564,-9.880718657027337
2.86,0.0032674063203430672,-0.0006450785312861601,-0.001940223427453155,-0.006066623863949718,0.04890277067333784,-9.867362704977646
2.88,-0.005364096225769444,0.005003571253733731,-0.0034837961644318604,0.04121280122523539,0.005752036032415168,-9.781740167071558
2.9,-0.006759948858175321,-0.007149932443144545,-0.0034988466804702495,0.11148017546139531,-0.009135772630599979,-9.828677334841366
2.92,0.007132415813779738,0.003142736787218383,-0.0033114952556066502,-0.08466004289443463,-0.011163995707489376,-9.797851879002646
2.94,-0.004757187442977177,0.01203398553599063,-0.0012255525029960395,0.03483866105018476,0.07753639050904362,-9.78293776347286
2.96,2.665997142223658e-06,-0.0029937031868347793,0.009964129862398018,0.039208930880463136,-0.08409795588754457,-9.814029240486594
2.98,-0.0020710458618727096,-0.002472550943895552,0.003484828344452351,0.036344503517415055,0.004326225962858342,-9.802416381442239
3.0,-0.0011172695997497778,0.013602632530794278,0.0007728442551612699,0.05575084648551637,0.09102951445417122,-9.821029548547095
3.02,0.00043675851240031124,-6.806130112671084e-05,-0.0020665686377361074,0.00981031993152889,0.026643278169091785,-9.899941611644113
3.04,-0.0018905963770202018,-0.00022515110172304658,-0.005748679655974282,0.02766322230057521,-0.015393940613917296,-9.693820752322923
3.06,0.0019320063195970081,0.003123356217095476,-0.0032699440090121204,0.04842190429457874,0.02742680099031397,-9.776171722406529
3.08,0.005426048373114199,0.0041840140840229975,0.012754626123925767,-0.03552323575985993,0.008338996066784198,-9.856938653614847
3.1,-0.008531984517702481,-0.0014425833701335934,0.004672151660901894,-0.03474687047377193,-0.013661266651762115,-9.781147223972283
3.12,-0.005786995557444694,-0.004301720901547116,0.0027046730645875878,0.038594359771171344,0.0136343575841589,-9.830971112386454
3.14,0.005762014839709265,0.004620627625367882,0.000810808379916615,0.05985762761213066,0.05113617429960543,-9.815303071536551
3.16,0.004116828046887091,-0.010165903324365573,-0.004019415107751589,-0.04976757654142332,0.04194643887390301,-9.811957374097686
3.18,-0.006209708294565585,-0.0028460572877979963,-0.00014628901921891484,0.022577611354719213,0.045737943307577474,-9.851503627520493
3.2,-0.00017979814875177018,-0.002100687621989723,-0.004785364004974109,0.0022417619442757918,0.028938991206777162,-9.838041517859345
3.22,0.001701819113645973,-0.005535018881934703,0.0008987776486815677,0.034335786303340526,0.0003775399812248012,-9.881534793594199
3.24,-0.007535017278465549,-0.0002998832362545324,-0.0030304544101157544,0.01951117445406978,-0.04349668208843909,-9.8171413529721
3.2600000000000002,0.0031589473384724593,-0.002438646283345605,0.0025784317350700816,0.00729686927361482,0.03634527984205275,-9.758985771316683
3.2800000000000002,0.0023356569782215426,-0.0016586948538688377,0.004257738754704968,0.03811308549558539,-0.06762759974749037,-9.837112847851685
3.3000000000000003,-0.0017623216397780223,0.003295588868635299,0.002145371278954975,-0.01174180527752413,0.050285136884550136,-9.776921936818287
3.3200000000000003,0.008153320746408357,0.001582117707225653,-0.0021248838031288995,-0.004030948699397088,0.014595190449827312,-9.81967501660581
3.34,-0.0002634889684575148,-0.000803605037237036,-0.006824640994357536,-0.042087453267611805,0.08134671133682148,-9.79516663060168
3.36,0.003323546783444999,0.0012948832265397376,0.0026866375199527375,0.006638095702832015,-0.00471338986970049,-9.747245338460056
3.38,0.006235546798088236,0.0009023961235379043,-0.005473396388877489,-0.03516840681718219,0.018210929153446364,-9.860795003899918
3.4,-0.0025829516156920846,0.005268059052939334,-0.00020438357290430083,-0.021413279366514323,0.03198084971694996,-9.828511413236866
3.42,-0.0006727619579288739,0.002309834198931515,-0.004051453817504311,0.06872146391690992,0.09614066858867559,-9.80655560260238
3.44,0.0008685493250777625,0.0077508671600579095,-0.0008485208878192729,-0.011064400026843139,0.025240064920984646,-9.880715016732752
3.46,-0.000590817256231795,0.004534538511757793,-0.004347997030000069,-0.04924707491356832,-0.04122319983024,-9.76303341707251
3.48,0.0023132083205446626,0.007226665945193229,-0.0011871425718008258,0.028555067824785643,-0.13073249905575376,-9.83259953520647
3.5,-0.00510958485708416,0.0006702910009590021,-0.0006464351029883417,0.036869263618252206,-0.12136432139659148,-9.797044069442745
3.52,0.00581434191719258,-0.009130520453245595,-0.002210819757929694,0.0933320744797946,-0.04036309111734728,-9.884821376940815
3.54,-0.00282093752982755,0.0018171379370532678,-0.005078834956073602,0.02281572619084527,0.000954124174294867,-9.891423689385984
3.56,-0.00861301802675547,0.01483153862995603,0.004411152039190267,-0.011795626931791266,-0.05143144569277383,-9.863121081305723
3.58,-0.0007856100243374169,0.008124729756179125,0.004786856476154002,0.02871954164676939,-0.003897153933160041,-9.753663194429615
3.6,0.0061010468805031476,0.0009380990101587797,0.0058296371005459955,-0.052414956714816455,0.019646212172194547,-9.836875969545163
3.62,-0.01009607948071738,-0.007309324187581705,0.00429096152302836,-0.09196898859009021,0.05930527010015085,-9.788498182482124
3.64,0.005559082264983428,-0.0019390972155057316,0.01234054568548303,-0.06267671508307633,0.017005077886647037,-9.80547132317997
3.66,-0.008270869634001823,-0.0026293945708968838,-0.0059114472521119635,-0.030880583975276196,-0.0005645638086449126,-9.860181998284416
3.68,-0.00034115576871110535,-9.678387402915271e-05,-0.003259694093820058,0.04224121336304923,-0.031462118270180604,-9.767423545991912
3.7,0.002700978217531037,0.0022955982338136896,0.003918913789112439,-0.005179317595159271,-0.029258598926395374,-9.823897562380685
3.72,-0.0018084542992400832,0.005819053932438262,-0.001997493453199858,0.025295466366747607,-0.030552416236691828,-9.825138617982995
3.74,0.010778867611439208,-0.008264359128647408,-0.008324095738891969,-0.024293340771465267,-0.016411920772627122,-9.761984616434159
3.7600000000000002,0.0031999599199889774,-0.004487099495532271,0.0019149448428151614,0.1023424912484031,0.035169119652125186,-9.756329012211127
3.7800000000000002,0.0004011780815577269,-0.000944382720563522,-0.0016391738768675862,0.10732728745594076,0.018258263246683913,-9.744170551661874
3.8000000000000003,5.098492230893447e-05,0.003664665993841383,-0.007203426292948346,0.04989355878756124,-0.064623944489728,-9.704080363013835
3.8200000000000003,-0.0014966285013353988,0.004695871196752545,0.009511152359921395,-0.027709710026513668,0.04089215065730375,-9.786380287396607
3.84,0.006914288078067924,0.006098474918403313,-0.0026374930217477176,0.02541718279588124,0.009972051521404268,-9.823134133168056
3.86,0.0023373105521976066,0.004966965917784521,0.0017267549949695077,-0.032034229631731075,0.021911743552817733,-9.83389871381702
3.88,-0.0045934248568026085,0.006576355790097459,0.0036825543835285507,-0.03516972321171649,-0.032395919714961544,-9.788607934357245
3.9,0.007953970493767115,-0.0013450636706040225,-0.0014097647790905449,-0.0030687268218717333,-0.008115496218623931,-9.84582792271176
3.92,-0.004552278514784254,-0.0037587711808272457,0.000498064873984929,0.01514743000186693,-0.005790316003807027,-9.703412428646194
3.94,0.0008902644951495434,0.0013823929646858927,-0.0079085642125597,0.003250164133236432,0.0013628759661822674,-9.761671357477315
3.96,0.00626435182475236,0.009557793982652354,-0.00017613859240303646,0.003961367165235648,-0.014304049063258717,-9.749803518527916
3.98,-0.004360963759764386,0.010616457550838907,0.0034838183529704203,0.008001317049053956,-0.03374431032150003,-9.842364688352086
4.0,-0.004241700386307944,0.00042533758615717295,-0.003536627168466084,-0.02193996234927443,0.05771290330286736,-9.749495443348831
4.0200000000000005,-0.002185066166425079,0.0019539134378955816,0.0021611250059022946,0.1672336228239802,0.08763904831719357,-9.829861239344005
4.04,-0.005161906215028066,-0.003298782301560505,0.004590183958684446,0.06362835668164829,-0.1391078163759619,-9.877667681075325
4.0600000000000005,0.004244331566536662,-0.0020134430092414134,0.007797845891133364,-0.00759020138609915,0.047307738055528355,-9.73126847195535
4.08,0.0014389619007538776,0.006135170871411881,-0.0017226708219369236,-0.0024359634069508105,-0.031060563410900684,-9.839739455848974
4.1,-0.003261242725353275,-0.0054506387741010956,0.0018131697395369162,-0.011037457449904267,0.021370038894347097,-9.859399209473642
4.12,0.0045497256260291045,0.006940901845842779,-0.00575374349566655,0.04845137112345831,-0.11136403570109149,-9.813785895805255
4.14,7.2398272046527716e-06,-0.001479136891819268,0.008823479683161132,0.040791904546202004,-0.07534486335606731,-9.844962512522798
4.16,0.00010547171823107788,-0.008786470096979587,-0.007838420494237905,0.05971581245425515,0.0371696137968848,-9.69623042469145
4.18,0.0028943013297603837,0.005498380866756335,-0.012588563763362948,-0.03141666228936842,0.016993750265588345,-9.788906136522332
4.2,0.004609381308171544,0.003327159456487377,0.011344474770078132,-0.10178699904414651,0.07462158000378931,-9.821332651919276
4.22,-0.002944176565008873,-0.005657463513828363,0.0004691282750837426,-0.024514923825417076,0.007968370745623123,-9.783835198838984
4.24,0.003663186030082557,0.009517534151823628,0.002788017064972027,0.06002638331251952,-0.014180640128521372,-9.803463798000587
4.26,0.0015949787326452203,0.006931109713301103,-0.013544306367270918,0.06390769722031213,0.013990942802769633,-9.78645865311809
4.28,0.0042551506671750765,0.0031567717279322584,-0.0009241391727665454,-0.03262251113915309,0.010593026966801767,-9.785457841514663
4.3,-0.009475190240448584,0.001967059103294954,9.304943386081247e-05,0.0871469714105646,-0.09599047036990008,-9.849443390745758
4.32,0.00926753192316046,0.0004972989540250383,0.0041718049781529895,-0.11052950067851974,0.019274540680934628,-9.780444599786188
4.34,-0.006208228691624096,-0.004069962111922,-0.0004608412832454955,-0.000417926703043087,0.09054316866296719,-9.866932848436562
4.36,0.008696489368598102,-0.0022531129211431963,0.004049666521233606,-0.017016617418116338,0.05682860766487266,-9.887338320990688
4.38,0.002174087748419104,-0.0012255834087754186,0.001672867065759086,0.011781039637110946,0.018966602707490565,-9.7375431786258
4.4,0.004083207217195768,0.0013385221278671706,-0.0019932008429179703,-0.07724364777255907,-0.033338414101438424,-9.744633923881649
